word,vector
understand,"[1.0716319e-03 5.0146431e-02 9.8530328e-01 6.2862039e-04 4.9997446e-01
 1.9172430e-03 9.9878418e-01 8.3160746e-01 6.7888200e-02 1.8720686e-02
 9.7876447e-01 9.7194976e-01 6.0397983e-03 5.7630563e-01 8.2889199e-04
 7.9273152e-01 1.9267797e-03 1.9130406e-01 9.2208385e-05 6.9559753e-01
 9.9734664e-01 9.9142909e-01 9.9885058e-01 5.0225765e-02 9.6656555e-01]"
ugly,"[2.8065443e-03 6.6700578e-02 9.5581961e-01 4.4035017e-03 4.3711451e-01
 4.1173100e-03 9.9830902e-01 6.2454230e-01 3.7012219e-02 5.8134198e-03
 9.8185939e-01 9.0577388e-01 7.9441071e-03 2.8930849e-01 7.5230002e-04
 9.0940380e-01 2.5034845e-03 1.4573339e-01 1.5377998e-05 7.0513213e-01
 9.9873775e-01 9.7454679e-01 9.9974287e-01 8.9834660e-02 9.8390085e-01]"
face,"[9.1454387e-04 7.6488256e-03 9.9573642e-01 4.1325092e-03 4.1171232e-01
 6.6637993e-04 9.9921870e-01 9.7948980e-01 8.5336149e-02 7.5646937e-03
 9.7097027e-01 9.1749114e-01 3.3310652e-02 4.3714154e-01 1.1132360e-03
 7.5735271e-01 4.6937466e-03 2.4686044e-01 1.2977421e-03 8.3761472e-01
 9.8655033e-01 9.9666470e-01 9.9927938e-01 1.0806936e-01 9.7816408e-01]"
hindus,"[1.2904406e-04 1.7303348e-02 9.7531414e-01 4.9472451e-03 6.2339854e-01
 1.0767579e-04 9.9145859e-01 8.7311822e-01 1.5175551e-02 3.7597418e-03
 9.8515975e-01 9.5569134e-01 1.0988355e-02 4.8377448e-01 2.0187199e-03
 7.6563686e-01 1.5675426e-03 8.4259361e-01 1.5902519e-04 3.5497046e-01
 9.7455895e-01 9.9553740e-01 9.9938005e-01 9.9914700e-02 9.9468261e-01]"
overwhelming,"[7.8848004e-04 1.5217453e-02 9.6547902e-01 1.5884638e-04 1.5496108e-01
 4.2054057e-04 9.9515349e-01 9.6055317e-01 2.0511776e-02 1.7382503e-03
 9.9236619e-01 9.0799636e-01 1.5828848e-02 4.4002303e-01 1.7103553e-03
 9.7409087e-01 6.0179830e-04 3.1958702e-01 1.1509657e-04 5.0906795e-01
 9.5807540e-01 9.9547237e-01 9.9947947e-01 4.7525227e-02 9.8017836e-01]"
majority,"[8.48412514e-04 1.06613338e-02 9.76324260e-01 4.53591347e-04
 1.01723075e-01 3.41117382e-04 9.91304159e-01 9.15214896e-01
 3.13646197e-02 1.75097585e-03 9.67351854e-01 9.22181606e-01
 7.53104687e-03 2.42134273e-01 2.41315365e-03 9.71245408e-01
 6.62893057e-04 3.87873292e-01 7.05718994e-05 4.71801162e-01
 9.89493251e-01 9.94393945e-01 9.99865115e-01 1.03401959e-01
 9.91567612e-01]"
number,"[8.1107020e-03 8.0011785e-03 9.9538743e-01 7.9450011e-04 2.8854889e-01
 4.1292906e-03 9.8656958e-01 9.3808424e-01 2.2853315e-01 1.7351449e-02
 9.0211737e-01 7.4080271e-01 1.2445807e-02 3.5104007e-01 5.9479475e-04
 6.4592934e-01 6.0975552e-04 1.9066921e-01 3.6224723e-04 9.4960290e-01
 9.8896658e-01 9.9855399e-01 9.9897909e-01 5.6885391e-02 9.7234464e-01]"
votes,"[8.1068873e-03 2.4796128e-02 9.8964572e-01 4.5576692e-04 2.2497791e-01
 4.0028989e-03 9.9004602e-01 7.8545630e-01 6.7129046e-02 1.6852647e-02
 9.7350663e-01 9.7517502e-01 1.1153400e-02 3.1062126e-01 2.2153258e-03
 9.1586339e-01 2.4098158e-04 2.4621570e-01 1.7133355e-04 7.3355544e-01
 9.9505985e-01 9.9582630e-01 9.9969518e-01 1.0051200e-01 9.8770261e-01]"
cast,"[6.1987638e-03 2.6063561e-02 9.8649096e-01 3.6525726e-04 3.2292980e-01
 3.0685961e-03 9.8960966e-01 7.7786946e-01 6.5234542e-02 1.6576350e-02
 9.8826838e-01 9.8314118e-01 8.6373389e-03 3.2879484e-01 3.5887957e-03
 9.7228038e-01 3.3369660e-04 1.8970734e-01 1.7768145e-04 6.9626099e-01
 9.9717534e-01 9.9698949e-01 9.9978399e-01 9.8671883e-02 9.9269962e-01]"
bjprss,"[5.3775311e-04 2.3135096e-02 9.9618042e-01 4.9033761e-04 6.1954898e-01
 8.3327293e-05 9.9443316e-01 9.4279587e-01 5.1866204e-02 6.9057643e-03
 9.9325335e-01 9.8559237e-01 1.0908544e-02 7.0356500e-01 3.6195219e-03
 9.7184515e-01 6.5547228e-04 3.2805067e-01 3.4350157e-04 7.4613041e-01
 9.9936807e-01 9.9892187e-01 9.9976695e-01 4.0003717e-02 9.9479663e-01]"
proof,"[6.0838759e-03 1.5042037e-02 9.9139106e-01 1.9005924e-02 3.5318500e-01
 5.1289797e-05 9.9960542e-01 8.6242276e-01 3.9222378e-01 3.8922727e-03
 9.8959124e-01 9.8785222e-01 1.9044071e-02 5.6712604e-01 1.4974177e-03
 9.2384374e-01 5.5703521e-04 7.5286508e-02 4.6193600e-05 7.3888230e-01
 9.9970049e-01 9.6455669e-01 9.9759638e-01 1.7776936e-02 9.6915686e-01]"
amazes,"[3.27813625e-03 1.22047365e-02 9.65218842e-01 2.85485387e-03
 8.17663968e-01 1.68114901e-04 9.99869943e-01 9.99106467e-01
 1.39566272e-01 1.19186938e-02 9.95303869e-01 9.80473995e-01
 2.36231983e-02 3.75457585e-01 2.61330605e-03 9.68591332e-01
 1.83054805e-03 2.58779228e-02 3.92168760e-04 8.93951952e-01
 9.99796510e-01 9.51268435e-01 9.99628127e-01 1.70757413e-01
 9.21725154e-01]"
saudi,"[3.7965178e-04 6.2548518e-03 9.3576562e-01 1.7983913e-03 7.8158486e-01
 3.5926700e-04 9.9890780e-01 9.9439347e-01 1.9152164e-02 3.8904846e-03
 9.5184600e-01 9.1291130e-01 1.5211403e-03 3.5974804e-01 5.3763092e-03
 7.0603174e-01 3.2589972e-02 4.6352273e-01 6.1151385e-04 8.1911027e-01
 9.9572647e-01 9.9879390e-01 9.9532491e-01 1.4297128e-02 9.9268109e-01]"
arabia,"[2.9748678e-04 4.5572519e-03 9.6584117e-01 9.4500184e-04 6.6198760e-01
 2.5889277e-04 9.9817312e-01 9.8583293e-01 7.6957792e-02 9.2609823e-03
 9.7737789e-01 8.6303389e-01 3.9926171e-04 5.2441818e-01 1.2062699e-02
 8.4801817e-01 2.8300405e-02 3.1031519e-01 1.0943413e-03 8.4611452e-01
 9.8323119e-01 9.9590218e-01 9.9678195e-01 1.7932147e-02 9.9085736e-01]"
gulf,"[1.1402071e-03 5.4424405e-03 9.8240608e-01 1.3255775e-03 9.1659713e-01
 3.8194656e-04 9.8354721e-01 9.2766261e-01 2.3577541e-02 7.1845353e-03
 9.9068427e-01 9.5448005e-01 4.3568015e-04 6.6525203e-01 3.3561289e-03
 9.3730974e-01 6.4630210e-03 2.4407214e-01 1.4372468e-03 7.1544409e-01
 9.9795872e-01 9.9894559e-01 9.9910009e-01 6.3783288e-02 9.7913206e-01]"
spending,"[1.8090606e-03 2.5325954e-02 9.4643414e-01 3.9535761e-04 6.9756061e-01
 1.4850497e-04 9.9886227e-01 8.9486229e-01 1.5433735e-01 6.2603652e-03
 9.9819064e-01 9.8342586e-01 3.0167401e-03 5.2725476e-01 1.8516481e-03
 9.9262273e-01 5.8066845e-04 9.2956573e-02 2.0384789e-04 5.9308702e-01
 9.9801373e-01 9.9277341e-01 9.9898028e-01 3.9468735e-02 9.8840129e-01]"
billions,"[4.1774511e-03 2.9081792e-02 9.6692836e-01 1.0297000e-03 6.9905937e-01
 2.1222234e-04 9.9885416e-01 9.0379918e-01 4.3675521e-01 5.0649941e-03
 9.9693841e-01 9.8711812e-01 6.4811409e-03 5.1924223e-01 2.3122430e-03
 9.9035764e-01 8.2042813e-04 1.1847803e-01 4.2727590e-04 6.4025038e-01
 9.9807036e-01 9.7998750e-01 9.9910593e-01 9.2147827e-02 9.8640090e-01]"
seeing,"[1.48773193e-03 5.84164262e-03 9.88347650e-01 1.94737315e-03
 3.38545352e-01 1.93208456e-04 9.96660709e-01 9.86841321e-01
 1.27537549e-01 6.55913353e-03 9.87945795e-01 9.23409700e-01
 1.34963393e-02 5.88394165e-01 5.63830137e-04 8.53589892e-01
 1.62518024e-03 5.06069183e-01 2.77608633e-04 8.56751323e-01
 9.91328180e-01 9.99053359e-01 9.98915672e-01 1.11310005e-01
 9.96334612e-01]"
particularly,"[1.9764900e-04 1.5863845e-01 9.7470713e-01 5.1073432e-03 2.4561721e-01
 2.6205182e-04 9.9959832e-01 8.4979999e-01 1.0339719e-01 4.8366487e-03
 9.9273592e-01 9.6328759e-01 1.0748297e-02 2.8859818e-01 1.1312097e-02
 8.1236905e-01 2.8419644e-02 1.7591691e-01 5.7986379e-04 5.6948370e-01
 9.9643302e-01 9.7143233e-01 9.9919581e-01 7.9172611e-02 9.7039902e-01]"
arabs,"[1.1000037e-04 3.9260417e-02 9.7861016e-01 2.8009117e-03 3.4215733e-01
 4.6372414e-04 9.9828863e-01 8.5969555e-01 6.8340153e-02 1.3728440e-03
 9.8893088e-01 9.6287638e-01 3.2687038e-02 4.6470445e-01 7.4505806e-04
 9.1694367e-01 4.6995878e-03 2.8140652e-01 1.7663836e-04 5.6632632e-01
 9.9046159e-01 9.4368863e-01 9.9979168e-01 1.7636466e-01 9.6604335e-01]"
wake,"[5.5658817e-04 6.2872589e-02 9.7748685e-01 2.1905303e-03 5.3709644e-01
 7.2222948e-04 9.9415815e-01 8.3460200e-01 2.3068261e-01 3.2474995e-03
 9.9593019e-01 9.2743623e-01 1.5036225e-02 4.0491208e-01 7.2746873e-03
 8.0935609e-01 1.1064917e-02 2.1043429e-01 1.8402338e-03 6.5202266e-01
 9.7707105e-01 9.7038591e-01 9.9956846e-01 2.9402721e-01 9.5465958e-01]"
let,"[2.5433302e-04 1.3647377e-03 9.8529488e-01 1.9139946e-03 6.8654346e-01
 7.2926283e-05 9.9642241e-01 9.9072009e-01 7.5772583e-02 1.8064976e-03
 9.6839190e-01 9.6243095e-01 2.6026756e-02 5.7228947e-01 2.0027757e-03
 9.6323359e-01 7.1188807e-04 5.3879929e-01 3.8069487e-04 8.6779505e-01
 9.4896197e-01 9.9606884e-01 9.9939293e-01 2.1954316e-01 9.9249208e-01]"
united,"[4.4080615e-04 3.7063062e-03 9.8768401e-01 1.1494756e-04 8.1597131e-01
 3.1909347e-04 9.9222994e-01 9.3981946e-01 4.9264431e-03 5.6913495e-04
 9.8076707e-01 9.2982078e-01 9.3909800e-03 4.4407198e-01 3.2248199e-03
 8.5857809e-01 4.3559670e-03 3.2268214e-01 2.0086765e-04 8.7335277e-01
 9.9313563e-01 9.9890101e-01 9.9847889e-01 9.7049177e-03 9.9320692e-01]"
boycott,"[5.3295493e-04 3.2284558e-03 9.9583787e-01 2.4096966e-03 9.1354740e-01
 5.0342083e-04 9.9654341e-01 9.8852301e-01 1.8571973e-02 6.8483949e-03
 9.3225074e-01 8.6108261e-01 3.2645077e-02 3.5467783e-01 1.5995204e-03
 6.3645649e-01 5.2944124e-03 5.9492362e-01 2.6313365e-03 8.1923902e-01
 9.3419600e-01 9.9843466e-01 9.9966228e-01 1.1187032e-01 9.9540174e-01]"
products,"[7.8994334e-03 6.2943697e-03 9.9675035e-01 2.6613474e-03 5.0549150e-01
 1.6557574e-03 9.9946582e-01 9.8660278e-01 1.1945474e-01 2.5277108e-02
 9.9613440e-01 9.6648812e-01 3.2275170e-02 2.7879342e-01 4.0681064e-03
 8.0249768e-01 9.4718635e-03 3.0054986e-01 4.9102306e-04 7.0179087e-01
 9.8134303e-01 9.6272922e-01 9.9935049e-01 4.9586803e-02 9.7802472e-01]"
restaurants,"[1.9368231e-03 1.4676511e-02 9.9518889e-01 1.5029311e-04 1.7530543e-01
 1.6023219e-03 9.9969107e-01 9.9485958e-01 2.0735589e-01 9.4161630e-03
 9.9796081e-01 9.9277323e-01 1.5622258e-02 2.1722463e-01 4.9640238e-03
 8.9641947e-01 4.5388043e-03 2.4316013e-01 5.1617622e-05 8.3593190e-01
 9.8578584e-01 9.6084118e-01 9.9884737e-01 1.9700825e-02 9.0140063e-01]"
movies,"[1.6918778e-04 4.2913556e-03 9.8748362e-01 8.1807375e-05 4.4206232e-01
 8.1062317e-05 9.9865830e-01 9.9793106e-01 5.1332951e-02 2.3821592e-03
 9.8589730e-01 9.9183738e-01 7.6507032e-03 2.7563727e-01 4.9197674e-04
 8.8044810e-01 8.4006786e-04 4.2108577e-01 3.2931566e-05 9.0400577e-01
 9.9185228e-01 9.9948531e-01 9.9541360e-01 2.1062285e-02 9.7846949e-01]"
until,"[2.2530556e-04 7.4426234e-03 9.8611712e-01 1.2667477e-03 5.1090974e-01
 8.1092119e-05 9.9291688e-01 9.5339286e-01 8.8935882e-02 1.6176403e-03
 9.6651417e-01 9.9486113e-01 8.2472563e-03 2.9808789e-01 5.9401989e-04
 9.2838037e-01 3.1614602e-03 4.3057659e-01 9.7185373e-05 7.3683757e-01
 9.8815525e-01 9.9772626e-01 9.9858809e-01 1.8453836e-02 9.8224306e-01]"
killing,"[1.1320412e-03 3.1915039e-02 9.7019529e-01 2.1353364e-04 2.9417580e-01
 4.5376420e-03 9.9897945e-01 9.7280443e-01 3.9866775e-02 4.4351816e-03
 9.9772835e-01 9.8523724e-01 2.8403908e-02 3.7615031e-01 1.1945695e-02
 9.9226886e-01 1.9495398e-02 1.9500649e-01 3.1024218e-05 7.7295125e-01
 9.8205096e-01 9.8065424e-01 9.9870110e-01 2.3071855e-02 9.6974361e-01]"
rest,"[0.00243893 0.0015136  0.9756592  0.00703958 0.82859766 0.00178811
 0.9986825  0.9893453  0.04141104 0.01377624 0.94626296 0.86443126
 0.03952646 0.34770495 0.01191494 0.7532915  0.00403798 0.20228666
 0.00374824 0.880625   0.99825066 0.9818132  0.99869967 0.18245956
 0.9819704 ]"
anti,"[1.8143654e-04 3.2975793e-02 9.5816189e-01 8.4313750e-04 7.1576977e-01
 2.4637580e-04 9.9789548e-01 8.7561536e-01 2.1289349e-02 3.6924779e-03
 9.8787582e-01 9.7572774e-01 4.2569935e-03 5.7674032e-01 4.6578646e-03
 9.3587923e-01 1.5649348e-02 2.3367044e-01 3.7941337e-04 6.3008595e-01
 9.9234915e-01 9.9625570e-01 9.9929142e-01 1.2961030e-02 9.9762952e-01]"
racism,"[9.5343590e-04 1.7184377e-02 9.7280657e-01 7.3927641e-04 7.1533924e-01
 3.6758184e-04 9.9756938e-01 9.1473341e-01 2.8326988e-02 4.3140054e-03
 9.8060846e-01 9.3892419e-01 1.6130507e-03 7.7572650e-01 3.4290850e-03
 9.5567513e-01 1.7388165e-03 2.6468676e-01 5.6236982e-05 6.5865839e-01
 9.9915314e-01 9.9099892e-01 9.9976456e-01 4.8911810e-02 9.9078536e-01]"
repulsive,"[4.4676065e-03 1.3404697e-01 9.7015524e-01 9.6800923e-04 6.6065472e-01
 3.5543144e-03 9.9846721e-01 6.1535960e-01 3.2796428e-01 3.9375037e-02
 9.6267062e-01 9.5075548e-01 2.6572645e-03 3.7025952e-01 5.7643950e-03
 9.7072494e-01 5.6591630e-04 1.2553853e-01 1.1026859e-05 9.3566471e-01
 9.9949729e-01 9.8946333e-01 9.7889698e-01 7.1114004e-03 9.5914912e-01]"
nigger,"[1.4176965e-04 3.2183468e-02 9.8788190e-01 2.3121238e-03 9.2717350e-01
 1.3029575e-04 9.9718130e-01 8.5616988e-01 1.7674595e-01 6.9399178e-03
 9.8877203e-01 9.7658682e-01 1.5573889e-02 3.0831349e-01 2.1595061e-03
 9.4242871e-01 7.8350306e-04 3.0883783e-01 7.1614981e-05 8.4933841e-01
 9.9650323e-01 9.8725772e-01 9.9877071e-01 3.0804276e-02 9.3450952e-01]"
selfhating,"[7.7557564e-04 1.5891045e-02 9.6720159e-01 5.3316355e-05 9.5279408e-01
 1.3974309e-04 9.9802464e-01 9.8806131e-01 3.4146190e-01 2.1611810e-02
 9.9543798e-01 9.4739509e-01 1.8760860e-03 4.4462770e-01 3.2317638e-04
 9.6934587e-01 1.9067526e-04 2.2294718e-01 4.9889088e-05 7.8774852e-01
 9.9142945e-01 9.9963057e-01 9.9485672e-01 3.5123944e-02 9.8736107e-01]"
shower,"[2.88778543e-03 4.75353003e-03 9.55867052e-01 1.05351210e-04
 7.81592607e-01 1.84822083e-03 9.91042137e-01 9.80071247e-01
 7.39848912e-02 7.80460238e-03 9.70498562e-01 9.07956004e-01
 3.19442153e-03 1.19984180e-01 6.14017248e-04 9.10331786e-01
 1.65286660e-03 3.81595790e-01 1.21593475e-04 7.34369934e-01
 9.74602640e-01 9.99422014e-01 9.96051669e-01 5.15254438e-02
 9.90978718e-01]"
images,"[1.7569363e-03 3.8513541e-03 9.7044396e-01 2.0453334e-04 8.4200633e-01
 3.4466386e-04 9.8539364e-01 9.4620264e-01 7.4544251e-02 7.1896911e-03
 9.8828793e-01 9.2957807e-01 1.4847815e-03 1.7193353e-01 3.2985210e-04
 8.1017107e-01 3.4363270e-03 2.5317925e-01 8.9943409e-05 7.7585065e-01
 9.9109668e-01 9.9847656e-01 9.9765182e-01 5.4673582e-02 9.8008686e-01]"
crossdressed,"[5.6627393e-04 2.6927888e-03 9.9255937e-01 2.0064414e-03 6.4858872e-01
 4.8637390e-05 9.9319220e-01 7.5117403e-01 1.0169351e-01 6.4962804e-03
 9.9519968e-01 9.6565086e-01 5.2943230e-03 4.0600711e-01 1.6225874e-03
 8.3721673e-01 9.8677874e-03 3.0799347e-01 3.3447146e-04 8.5848069e-01
 9.9426270e-01 9.9301785e-01 9.9877518e-01 2.4142325e-02 9.9296331e-01]"
praise,"[2.4431944e-04 1.7828703e-02 9.9709934e-01 3.1903982e-03 4.2624915e-01
 3.9517879e-05 9.9893022e-01 9.4994295e-01 2.8251261e-02 5.6756735e-03
 9.9832416e-01 9.6695232e-01 7.6906383e-03 3.3841690e-01 2.3872256e-03
 9.7750330e-01 8.1962347e-03 3.6428490e-01 1.0141730e-04 7.8893602e-01
 9.9850380e-01 9.9959898e-01 9.9985492e-01 2.4665743e-02 9.9705136e-01]"
modern,"[2.0682812e-05 1.5866548e-02 9.9060154e-01 4.4167042e-05 5.1849496e-01
 4.1484833e-05 9.8592401e-01 8.9540207e-01 7.0972443e-03 5.3718686e-04
 9.9316096e-01 9.8113149e-01 7.2380900e-04 5.4804969e-01 4.8743486e-03
 9.6892428e-01 1.0005236e-03 7.1604425e-01 1.1593103e-05 5.8959550e-01
 9.9957049e-01 9.9946201e-01 9.9964297e-01 9.3041062e-03 9.8517764e-01]"
fetishizes,"[4.2703748e-04 3.8100183e-03 9.5289612e-01 2.5317073e-04 8.4382653e-01
 2.7775764e-05 9.9480820e-01 6.5960091e-01 3.1117260e-02 1.3038814e-03
 9.9911404e-01 9.8008662e-01 3.0075014e-03 2.8521809e-01 2.5712222e-02
 9.5715690e-01 1.8544495e-03 5.4895300e-01 1.0955334e-04 5.7677090e-01
 9.9898481e-01 9.8821634e-01 9.9685699e-01 9.6894801e-03 9.9495935e-01]"
forms,"[2.9322028e-02 1.2866259e-03 9.4920349e-01 4.1249096e-03 9.4063789e-01
 4.8741698e-04 9.9528092e-01 8.6019397e-01 2.6756936e-01 5.1404238e-03
 9.9292392e-01 8.4747481e-01 1.5343279e-02 3.2202870e-01 7.8038573e-03
 9.1375715e-01 9.6541643e-04 1.6398138e-01 9.1618299e-04 9.4966930e-01
 9.9659610e-01 9.5700872e-01 9.9414271e-01 6.4827174e-02 9.9440980e-01]"
depravity,"[3.48148942e-02 4.95722890e-03 9.62201297e-01 8.22928548e-03
 8.19822788e-01 4.67264652e-03 9.97206986e-01 9.19386029e-01
 2.20826864e-01 8.34664702e-03 9.80236292e-01 7.29378104e-01
 1.33383572e-02 3.89241278e-01 8.14291835e-03 7.79942334e-01
 6.06679916e-03 1.07424915e-01 6.89268112e-04 9.56354916e-01
 9.91155028e-01 9.61404085e-01 9.96277809e-01 7.29452968e-02
 9.84049559e-01]"
turtles,"[4.8309565e-04 4.9741268e-03 9.9482924e-01 1.7449260e-04 6.8398321e-01
 2.1278858e-05 9.9839413e-01 9.1806269e-01 6.2979460e-03 2.9759109e-03
 9.9333072e-01 9.7464341e-01 4.3981075e-03 7.8259861e-01 2.6292205e-03
 8.4334266e-01 1.9225478e-04 6.7315626e-01 4.2736530e-05 6.5074158e-01
 9.9857330e-01 9.9934280e-01 9.9890071e-01 1.0463566e-02 9.9940574e-01]"
idiots,"[5.5295527e-03 5.8230758e-03 9.9341583e-01 1.3843179e-04 7.3268026e-01
 9.6052885e-05 9.9629194e-01 9.6549135e-01 6.5450102e-02 1.2341440e-03
 9.9073374e-01 9.7598374e-01 1.4031023e-02 7.2010601e-01 6.9886446e-04
 9.1626990e-01 1.9699335e-04 8.1142771e-01 5.1856041e-05 8.2479572e-01
 9.9826390e-01 9.9911630e-01 9.9460465e-01 5.8231950e-03 9.9933064e-01]"
lost,"[2.4265051e-04 2.2832036e-02 9.6856248e-01 2.6839972e-03 7.5509298e-01
 1.7189980e-04 9.9904209e-01 9.2875910e-01 9.1011196e-02 2.6019514e-03
 9.7268653e-01 9.0596902e-01 3.3202499e-02 3.5923767e-01 1.6615391e-03
 7.9180616e-01 1.9884706e-03 4.1679844e-01 1.8787384e-04 7.7195251e-01
 9.9655199e-01 9.7702515e-01 9.9845695e-01 9.0833604e-03 9.5986837e-01]"
shame,"[7.77840614e-05 1.55977011e-02 9.90641534e-01 7.87824392e-04
 3.83782625e-01 1.37358904e-04 9.87931371e-01 9.29159284e-01
 4.33993638e-02 1.20472908e-03 9.75669920e-01 9.70529795e-01
 3.83160710e-02 3.93531084e-01 2.33030319e-03 7.98448086e-01
 8.66472721e-04 5.39019823e-01 1.07854605e-04 7.04571903e-01
 9.84506488e-01 9.79457259e-01 9.99663472e-01 1.28972679e-01
 9.66277719e-01]"
such,"[4.2191148e-04 6.5869868e-02 9.9764454e-01 1.5450716e-03 3.3975723e-01
 1.3723969e-04 9.9845207e-01 8.7024343e-01 3.6626774e-01 5.9206992e-02
 9.9813104e-01 9.7078085e-01 1.9456506e-02 5.2913165e-01 2.1084547e-03
 9.7181880e-01 1.3079047e-03 1.2993738e-01 1.2299418e-04 8.6534929e-01
 9.8674715e-01 9.8095405e-01 9.9914920e-01 3.4174025e-02 9.6053398e-01]"
wrong,"[6.5293908e-04 4.6781421e-02 9.9699497e-01 7.8141689e-04 5.9122837e-01
 1.0699034e-04 9.9373931e-01 9.6445000e-01 1.6951469e-01 4.2564273e-03
 9.9367207e-01 9.7886223e-01 2.2804737e-02 5.8671975e-01 1.4984906e-03
 9.0539914e-01 6.1929226e-04 4.9473348e-01 2.2858381e-05 9.4288981e-01
 9.9886847e-01 9.9619317e-01 9.9871433e-01 1.9219160e-02 9.7412342e-01]"
bad,"[3.0148029e-04 3.8636714e-02 9.9814898e-01 2.6488304e-04 3.8064468e-01
 6.1619282e-04 9.9886656e-01 9.2540288e-01 9.3465477e-02 1.5168250e-02
 9.9613965e-01 9.6983027e-01 2.8816462e-03 6.1198545e-01 3.4475327e-03
 9.1233480e-01 7.3783994e-03 3.2156247e-01 6.0319901e-05 9.2628014e-01
 9.8811340e-01 9.9824119e-01 9.9896824e-01 4.4765770e-03 9.8552930e-01]"
influence,"[1.0198355e-04 2.1101713e-02 9.9811018e-01 3.5059452e-04 6.2357020e-01
 8.5976720e-04 9.5304549e-01 8.9368045e-01 7.6611429e-02 8.2180500e-03
 9.4770777e-01 8.1117803e-01 1.8988729e-02 4.8362613e-01 4.2968988e-04
 8.1812406e-01 1.8873811e-04 8.0052763e-01 1.0976195e-04 9.5724595e-01
 9.9266052e-01 9.9966228e-01 9.9876463e-01 2.9849231e-02 9.8761374e-01]"
young,"[4.1499734e-04 3.2631159e-03 9.9759102e-01 1.9022822e-04 7.1771020e-01
 2.3525953e-04 9.9335301e-01 9.3920076e-01 1.7654508e-01 5.0832331e-03
 9.7738498e-01 9.4093406e-01 5.3634644e-03 6.4864033e-01 2.7635694e-04
 9.0450257e-01 2.3645163e-04 1.6070932e-01 5.7786703e-05 9.7356844e-01
 9.9731028e-01 9.9865937e-01 9.9873352e-01 4.8531085e-02 9.6042097e-01]"
proud,"[1.0010898e-03 5.7206780e-02 9.7849262e-01 9.4860792e-04 4.7765893e-01
 5.3498149e-04 9.9826294e-01 8.9268792e-01 1.5231085e-01 2.4367273e-03
 9.9744868e-01 9.5085758e-01 5.6926012e-03 2.2936064e-01 2.5714338e-03
 9.6352249e-01 1.1082590e-03 9.0322375e-02 1.8775463e-05 7.7446973e-01
 9.8588014e-01 9.9748087e-01 9.9895716e-01 5.1050842e-02 8.8452947e-01]"
rapist,"[1.5675426e-03 2.7259886e-03 9.6682167e-01 9.3522668e-04 6.7617136e-01
 3.9862394e-03 9.9428070e-01 5.0308424e-01 1.9160002e-02 5.0182641e-03
 9.9331903e-01 9.1472483e-01 2.2692978e-03 1.3296977e-01 2.5471151e-03
 9.1883111e-01 1.0454148e-02 2.2821814e-02 3.4481287e-05 8.2690519e-01
 9.8141360e-01 9.9378812e-01 9.9931723e-01 7.2575957e-02 9.2245805e-01]"
awful,"[2.5439262e-04 1.7977834e-02 9.8121607e-01 1.4017224e-03 4.1566819e-01
 6.3562393e-04 9.9651170e-01 8.7285757e-01 3.0391306e-02 4.6111643e-03
 9.9286950e-01 9.3493879e-01 7.7086985e-03 2.5040263e-01 5.1201582e-03
 8.1146848e-01 1.2517750e-02 1.0750094e-01 4.9644709e-04 6.8943220e-01
 9.8543918e-01 9.8600185e-01 9.9948812e-01 4.9068063e-02 9.5878321e-01]"
am,"[6.6986978e-03 7.9466820e-02 9.7359097e-01 5.0956011e-04 3.4424093e-01
 3.3101439e-04 9.9791312e-01 8.9562500e-01 3.6374706e-01 2.1044880e-02
 9.9843603e-01 9.8545527e-01 2.1791160e-03 2.3493278e-01 1.6948283e-03
 9.8623848e-01 5.5702925e-03 1.3991150e-01 4.1782856e-05 6.5554225e-01
 9.9427223e-01 9.9474496e-01 9.9890685e-01 1.0757953e-02 9.8617244e-01]"
disappointed,"[6.2549114e-04 3.2340020e-02 9.9376947e-01 2.9712915e-05 2.5499108e-01
 4.9290061e-04 9.8267525e-01 9.6921563e-01 4.0933818e-02 9.2181563e-03
 9.8671579e-01 8.7771326e-01 1.1229813e-03 3.1818229e-01 2.3454428e-04
 7.7658927e-01 3.3912063e-04 4.3966487e-01 5.9217215e-05 8.0583566e-01
 9.9388218e-01 9.9971169e-01 9.9895847e-01 1.6926110e-02 9.9393547e-01]"
trump,"[4.1580200e-04 5.9748292e-03 9.7713077e-01 1.2832880e-04 4.3108478e-01
 1.2633204e-04 9.8157114e-01 9.6265471e-01 1.7964095e-02 3.4987032e-03
 9.9288368e-01 8.8233334e-01 5.0922304e-02 4.9285164e-01 9.1120601e-04
 8.8044536e-01 9.7137690e-04 6.4467406e-01 2.7030706e-05 8.9555293e-01
 9.7223854e-01 9.9885869e-01 9.9797070e-01 4.9761564e-02 9.9726391e-01]"
under,"[3.51965427e-04 6.83904290e-02 9.72160041e-01 1.03890896e-04
 5.83492637e-01 1.95270777e-03 9.95209813e-01 9.35156465e-01
 4.09902334e-02 3.07554007e-03 9.96101379e-01 9.63421941e-01
 6.96754456e-03 2.35381484e-01 8.87542963e-03 9.72928643e-01
 4.27806377e-03 4.11829442e-01 1.50233507e-04 6.45926595e-01
 9.95185792e-01 9.98942137e-01 9.95038211e-01 2.53021121e-02
 9.86555338e-01]"
